16.4128031807878;48.2100401983546;0,16.4127001025003;48.2099543339382;0,16.4131810677911;48.2096968407639;0,16.4132841460786;48.2097884094598;0,16.4128031807878;48.2100401983546;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.411851758187;48.2105437761443;0,16.4117471787594;48.2104540087998;0,16.4125942220847;48.2100154798105;0,16.4126988015122;48.2101051470799;0,16.411851758187;48.2105437761443;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4197459537899;48.2112494055153;0,16.4210821686385;48.2103002934809;0,16.4211436153069;48.2102551596209;0,16.4211930528545;48.2102189324429;0,16.4212095653957;48.2102070235087;0,16.4212240764168;48.2101965156256;0,16.4212456928343;48.2101809039135;0,16.4212598035513;48.2101706962556;0,16.4211762400853;48.2101201583415;0,16.4211611286082;48.2101110515094;0,16.4211368101384;48.2100959401727;0,16.4210574498647;48.2100465030845;0,16.4210441397557;48.210038196853;0,16.4210180199179;48.2100221848407;0,16.4209316543236;48.2099691450496;0,16.4209176436826;48.2099789524072;0,16.420895827113;48.2099940637439;0,16.4208805154839;48.2100047717772;0,16.4208609005865;48.2100184820628;0,16.4208205699556;48.2100483044359;0,16.420757421995;48.210095039497;0,16.4204368785438;48.2103256124755;0,16.4200943183711;48.2105675940127;0,16.4194242094266;48.2110465533334;0,16.4193166277188;48.2111252123442;0,16.4192713933635;48.2111582371198;0,16.4192271597683;48.2111906614449;0,16.4191271838371;48.2112637162514;0,16.4191879299735;48.2113001435796;0,16.4192541802903;48.211340774061;0,16.4193341410201;48.2113933134767;0,16.4193834784917;48.2114261381021;0,16.4194397212077;48.2114646670069;0,16.4195503051957;48.2113869086717;0,16.4195949390949;48.2113554850974;0,16.4196358701819;48.2113267635502;0,16.4197459537899;48.2112494055153;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4132231997901;48.2132400989558;0,16.4132863477507;48.2132681199775;0,16.4133566011078;48.2132821304883;0,16.41344176579;48.2132849325905;0,16.4139040168674;48.2130196335602;0,16.4137369900113;48.2129346698194;0,16.4134477703504;48.2130876846129;0,16.4133986330308;48.2130911872406;0,16.4133463933551;48.213078777931;0,16.4130912996126;48.2128990430919;0,16.4129053583912;48.2129990180942;0,16.4132231997901;48.2132400989558;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.409874556512;48.2129696960966;0,16.4096720026733;48.2127640418124;0,16.4107349099462;48.2123020952549;0,16.4108341853454;48.2124045721342;0,16.410871113392;48.2123886601969;0,16.4108952317098;48.2124136789663;0,16.4108583036631;48.2124294908285;0,16.4109361627967;48.2125099511908;0,16.4108418911979;48.2125492806962;0,16.4109867011804;48.2126325431607;0,16.4110286330274;48.2126567613294;0,16.4109482719936;48.2127215099045;0,16.4107292056138;48.21259941831;0,16.4106387369032;48.2126379472148;0,16.4106692600854;48.2126689704888;0,16.4107638319123;48.2126210345267;0,16.4109072408307;48.2127432261963;0,16.4104116644428;48.2130036215478;0,16.4102667543843;48.212881129653;0,16.410400656082;48.2128105767234;0,16.4103532200546;48.2127629409866;0,16.4102627513441;48.2128020703418;0,16.4102359309741;48.2130149300315;0,16.4101053317847;48.2130076245509;0,16.410123645694;48.2128621153883;0,16.409971029783;48.2129280648643;0,16.409874556512;48.2129696960966;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.409971029783;48.2129280648643;0,16.4100901202316;48.2130444521794;0,16.4096727032054;48.2132528084906;0,16.4095439053841;48.2134343446811;0,16.4092172572964;48.2133271642732;0,16.4092047477955;48.2133376721563;0,16.4091779274256;48.2133239618707;0,16.4091823307699;48.2133177572159;0,16.4091580123002;48.2133080499334;0,16.4090888597792;48.2133080499334;0,16.4089963895485;48.2132767264341;0,16.4090082985933;48.2132611147221;0,16.4088574840504;48.2132092758319;0,16.4089727716108;48.21304525278;0,16.4091528083478;48.2131027959495;0,16.4093975942615;48.2131830561617;0,16.409971029783;48.2129280648643;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4098407308215;48.2117534836804;0,16.409528693831;48.2119185074831;0,16.4094626436662;48.2119653426193;0,16.4094228134153;48.2119915622896;0,16.409377378908;48.2120137789568;0,16.409294716126;48.2120415998284;0,16.4092346705217;48.2120743243787;0,16.4091991435391;48.2121089503555;0,16.4091640168606;48.2121506816628;0,16.4091269887379;48.2121919125947;0,16.4090899606152;48.2122119276102;0,16.4091459031033;48.2122606641729;0,16.409073247922;48.212304797282;0,16.408989484304;48.212361639926;0,16.4089522560293;48.2123807542658;0,16.4088879071566;48.2124012696567;0,16.4088322648966;48.2124256879756;0,16.4088068455908;48.2124434012643;0,16.4087801252968;48.2124639166552;0,16.4087349910176;48.2125164560708;0,16.4087171774883;48.2125427758162;0,16.4086921584865;48.2125628909067;0,16.408657832416;48.2125815048712;0,16.4087141752081;48.2126280397822;0,16.4086405192667;48.2126712722156;0,16.4085670634774;48.2127229109556;0,16.4085356396111;48.2127411246197;0,16.4084622838978;48.21276734429;0,16.4084119456662;48.2127855579541;0,16.4083700138192;48.2128115774742;0,16.4083388901809;48.2128437015741;0,16.4082778438165;48.2129165562304;0,16.4082303077131;48.2129477796546;0,16.4082747414603;48.2129863085594;0,16.4082890523293;48.2129784026283;0,16.4083464959575;48.2130285402421;0,16.4084722914986;48.2129628909913;0,16.408533037635;48.2129246623117;0,16.4086015896999;48.2128769264998;0,16.4087154761962;48.212830691814;0,16.409100668748;48.2126306417342;0,16.409059037129;48.2125962159075;0,16.4090652418414;48.2125924130546;0,16.4090413236757;48.2125731986397;0,16.4090021939569;48.2125417750654;0,16.4090464275521;48.2125158556204;0,16.4091393981628;48.2124519076459;0,16.4092132542561;48.2124229859485;0,16.4093035228147;48.2123829559175;0,16.4094500340893;48.2123052976574;0,16.4094866619079;48.2122882848943;0,16.4095324967192;48.2122623654492;0,16.4094899644162;48.2122305415746;0,16.4094974701167;48.2122260381961;0,16.4094642448823;48.2121993181504;0,16.40943222056;48.2121726981798;0,16.4095352988474;48.2121200586891;0,16.4096195628455;48.2120563108647;0,16.409667098949;48.2120340941975;0,16.4097854888655;48.2119892605629;0,16.4098837635046;48.2119371214475;0,16.4099105838746;48.2119229107865;0,16.4099630237024;48.211895089915;0,16.4099207916273;48.2118584624366;0,16.4099252950476;48.21185636086;0,16.4098979742977;48.2118325429916;0,16.4098626474671;48.2118018199428;0,16.4098839636567;48.2117920125852;0,16.4098407308215;48.2117534836804;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4104011564621;48.2118508567307;0,16.41053806044;48.2119679445714;0,16.4105434645443;48.2119651424692;0,16.410580492667;48.2119973666441;0,16.4105930021679;48.2119910619142;0,16.4106335329509;48.2120263884166;0,16.4106432403236;48.2120213846627;0,16.4107009841797;48.2120717224267;0,16.4107176968729;48.21206311597;0,16.4107768417932;48.21211475471;0,16.4107893512941;48.212108349905;0,16.4108498972785;48.2121610894708;0,16.4108590041952;48.2121564860173;0,16.4109199504836;48.2122096258834;0,16.4111354141272;48.2120939390939;0,16.4110754685988;48.2120429008044;0,16.4110791714111;48.2120408993028;0,16.4110167239826;48.2119876593616;0,16.4110130211703;48.2119895607881;0,16.4109551772381;48.2119402237749;0,16.4109586798984;48.2119383223484;0,16.4108970330779;48.2118857829328;0,16.4108935304177;48.2118875842842;0,16.4108547009269;48.2118544594335;0,16.4108581035111;48.2118526580821;0,16.4108179730322;48.2118185324807;0,16.410814570448;48.2118202337571;0,16.4105582757934;48.2116016697879;0,16.410427476452;48.2116707215914;0,16.4103127893477;48.211747779401;0,16.4101740840016;48.211804622045;0,16.4101343538268;48.2118255377362;0,16.4100901202316;48.2118534586828;0,16.4100463870164;48.2118923878879;0,16.4100051557014;48.2119172065071;0,16.4100452861803;48.2119503313577;0,16.4100193664944;48.2119632410427;0,16.409986041184;48.2119735487757;0,16.4099561184579;48.2119828557579;0,16.4099702291749;48.2119963658933;0,16.4099817379157;48.212007474227;0,16.4097276449334;48.2121398735544;0,16.4096889155185;48.2121653926991;0,16.4096422800992;48.2122197334662;0,16.4096217645177;48.2122382473555;0,16.409585036623;48.2122591630467;0,16.409626267938;48.2122927882727;0,16.4095617189133;48.2123263134237;0,16.4095275929949;48.2123440267124;0,16.4094959689766;48.2123604390251;0,16.4095175853942;48.2123780522387;0,16.4095481085764;48.2124031710832;0,16.4093247389282;48.2125200587736;0,16.4092993196224;48.2125404740894;0,16.4092839079173;48.2125649924834;0,16.409280004953;48.2125914123038;0,16.4092880110336;48.212617431824;0,16.4093054242588;48.2126651676359;0,16.4093943918292;48.2126490555484;0,16.4093802811122;48.2126079246916;0,16.4093749770838;48.2125869089253;0,16.4093794805042;48.2125765011173;0,16.4093882871928;48.2125674943603;0,16.4094006966177;48.21256058918;0,16.4098176132639;48.2123397234841;0,16.4098677513435;48.212305998183;0,16.409998850913;48.212197516799;0,16.4102093107562;48.2120277894677;0,16.4102936748303;48.2119793531302;0,16.4104048592743;48.2119231109367;0,16.4103496173183;48.2118772765512;0,16.4104011564621;48.2118508567307;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4239180224556;48.2110962906468;0,16.4238602785994;48.2110816796855;0,16.4238069380876;48.2110639663968;0,16.4237981313989;48.2110725728535;0,16.4237862223541;48.211068069475;0,16.4237921268385;48.2110583621925;0,16.4237378856426;48.2110371462761;0,16.423688548171;48.2110129281073;0,16.4236773396582;48.2110206338883;0,16.4236676322855;48.211015029684;0,16.4236764389741;48.2110059228519;0,16.4236257004384;48.2109786023558;0,16.4235842689715;48.2109499808836;0,16.4235730604586;48.2109563856886;0,16.423564654074;48.2109503811839;0,16.4235752621308;48.2109437762288;0,16.4235344311198;48.2109109516034;0,16.4235003052014;48.2108770261522;0,16.4234889966126;48.2108813293805;0,16.42348129076;48.2108740238998;0,16.4234936001089;48.2108682195454;0,16.4234636773827;48.210834194019;0,16.4234369570888;48.2107943641382;0,16.4234226462198;48.2107958652644;0,16.4234175423434;48.2107884597086;0,16.4234310526044;48.2107847569308;0,16.4234107371749;48.2107466283263;0,16.4233957257738;48.2107063981451;0,16.4233783125486;48.2107067984454;0,16.4233783125486;48.2106954899617;0,16.4233938243297;48.2106954899617;0,16.4233816150568;48.2106516570778;0,16.4233767113324;48.2106127278726;0,16.423329275305;48.2106127278726;0,16.4233401835898;48.2105044466389;0,16.4233782124725;48.2104042714863;0,16.4234315529844;48.2103274138269;0,16.4234072345146;48.2103181068447;0,16.4234936001089;48.2102297405513;0,16.4235955775603;48.2101584870961;0,16.4237196718092;48.2100970409986;0,16.4237340827543;48.2101119521851;0,16.4238519722908;48.2100695203523;0,16.4239980832614;48.2100390975288;0,16.4241549023647;48.2100271885945;0,16.4241549023647;48.2100580117184;0,16.4242229540496;48.2100587122439;0,16.4242818988179;48.210062615172;0,16.4242824992739;48.210052407514;0,16.424296609991;48.2100528078144;0,16.4242963097629;48.2100649168987;0,16.4243477488307;48.2100699206526;0,16.4244189028718;48.2100834307881;0,16.4244241068242;48.2100728228298;0,16.4244345147289;48.2100750244816;0,16.4244322129808;48.2100861328152;0,16.4244876550888;48.2100991425752;0,16.424546599857;48.210119557891;0,16.4245543057096;48.2101102509088;0,16.4245657143744;48.2101134533113;0,16.42455930951;48.2101238611193;0,16.4246159525301;48.2101446767354;0,16.4246639890135;48.2101677940783;0,16.4246756979064;48.2101615894235;0,16.4246851050511;48.2101669934777;0,16.4246766986664;48.210175099559;0,16.4246885076353;48.2101830054901;0,16.4247502545318;48.2102226352208;0,16.4247653660089;48.2102320422781;0,16.4247782758138;48.2102253372479;0,16.4247878831105;48.2102312416774;0,16.4247770749017;48.2102404485846;0,16.424849630007;48.2103060978354;0,16.4248649416361;48.2103011941566;0,16.4248728476406;48.2103082994871;0,16.4248594374557;48.2103153047425;0,16.424892262386;48.2103546342479;0,16.4249137787276;48.2103878591736;0,16.4249300911168;48.2103848569213;0,16.4249359956012;48.2103942639786;0,16.4249200835161;48.2103972662309;0,16.4249386976534;48.2104346943099;0,16.4249544095865;48.2104766257673;0,16.4249722231158;48.2104758251667;0,16.4249738243319;48.210487834176;0,16.4249585127028;48.2104883345514;0,16.4249681199995;48.2105268634562;0,16.4249728235719;48.2105696955893;0,16.4249899365691;48.2105701959647;0,16.4249904369491;48.2105747994183;0,16.4250183581552;48.2105745992681;0,16.425016156483;48.210633843714;0,16.4250150556469;48.2106675690151;0,16.4250050480462;48.2106991927396;0,16.4249836317807;48.2107575365097;0,16.4249700214437;48.2107877591831;0,16.4249484050261;48.210821284334;0,16.4249265884565;48.2108552097853;0,16.4249433011497;48.2108650171429;0,16.4248707460445;48.2109428755531;0,16.4248656421681;48.210951782235;0,16.4247573599283;48.2110304412459;0,16.4246313642352;48.2110883847157;0,16.4246111488817;48.2110699709015;0,16.4245273852637;48.2110998933496;0,16.4244727437637;48.2111154049866;0,16.4243704660843;48.211136620903;0,16.4242016378601;48.2111497307382;0,16.4242035393042;48.2111356201523;0,16.4241954331476;48.2111358203024;0,16.4241954331476;48.2111252123442;0,16.4241294830589;48.2111247119688;0,16.4240675360104;48.2111213094162;0,16.4240669355544;48.2111310166987;0,16.4240538255974;48.2111310166987;0,16.4240532251414;48.2111190076894;0,16.4239969824253;48.2111123026592;0,16.4239315327166;48.2111004938001;0,16.4239273295243;48.2111086999564;0,16.4239138192633;48.2111063982297;0,16.4239180224556;48.2110962906468;0
16.4230995007924;48.2081041459064;0,16.4230270457632;48.2080561098692;0,16.4229531896698;48.2080071731564;0,16.4232155889608;48.2078279386927;0,16.4233639016035;48.2079230100163;0,16.4230995007924;48.2081041459064;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4224050733782;48.2064174805512;0,16.4223421255696;48.2063676431627;0,16.422430492684;48.2063181059993;0,16.4224934404926;48.2063679433879;0,16.4224050733782;48.2064174805512;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4098897680651;48.213448355192;0,16.4117250619618;48.212493438803;0,16.4118086254278;48.2125647923332;0,16.4120951430366;48.2128092757474;0,16.412170300118;48.2128734238721;0,16.4103350062213;48.2138282401859;0,16.4098897680651;48.213448355192;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.42290004931;48.2113964158041;0,16.4226149327653;48.2112180820161;0,16.4227232150052;48.2111410242065;0,16.4230083315498;48.2113211593459;0,16.42290004931;48.2113964158041;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4136335114198;48.2094166305471;0,16.4136019874775;48.2093892099758;0,16.4138775968015;48.2092483042668;0,16.4139091207438;48.209275724838;0,16.4136335114198;48.2094166305471;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4179044551807;48.2114988926834;0,16.4178102836579;48.2114411493637;0,16.4178457105644;48.2114154300688;0,16.4179398820873;48.2114731733885;0,16.4179044551807;48.2114988926834;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4162834240155;48.206485731754;0,16.4166428970335;48.206366742487;0,16.4170447022025;48.2069058469291;0,16.4169221090936;48.2069463773355;0,16.416816128602;48.2068041706505;0,16.41676078657;48.2068224843896;0,16.4167010411937;48.2067423242526;0,16.4166160766635;48.2067704453494;0,16.4165451227744;48.2066752739507;0,16.4165783480088;48.2066642656922;0,16.4165623358476;48.2066428496256;0,16.4166191790197;48.2066240355111;0,16.4165984632862;48.2065962146395;0,16.4166406953613;48.2065822041287;0,16.4165627361517;48.2064776256728;0,16.4163338623231;48.2065533825064;0,16.4162834240155;48.206485731754;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.422388460761;48.2064468025489;0,16.4224124790027;48.206432691963;0,16.4223924638013;48.2064175806263;0,16.4223684455595;48.2064317912873;0,16.422388460761;48.2064468025489;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4224825322078;48.2112610142243;0,16.4223947655494;48.2112038713551;0,16.422444903629;48.2111696456786;0,16.4225326702874;48.2112266884727;0,16.4224825322078;48.2112610142243;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4227009981316;48.2115968661842;0,16.4226758790538;48.2115841566494;0,16.4226983961554;48.211564241709;0,16.4227236153092;48.2115769512438;0,16.4227009981316;48.2115968661842;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.419568218801;48.211088785016;0,16.4195358942507;48.2111125028094;0,16.4195613135565;48.2111279143713;0,16.4195937381829;48.2111040965029;0,16.419568218801;48.211088785016;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.419650781507;48.2111386224046;0,16.4196182568046;48.2111625403481;0,16.4196436761105;48.21117795191;0,16.4196763008888;48.2111539338915;0,16.419650781507;48.2111386224046;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4217104458119;48.2130072242506;0,16.42146185701;48.2128529084812;0,16.4213677855632;48.2129201589332;0,16.4214059145219;48.2129437766515;0,16.4214255294193;48.2129297661406;0,16.4215964592397;48.2130359457978;0,16.4215762438862;48.213050356609;0,16.4216157739091;48.213074975078;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4218242322322;48.2129326683179;0,16.4222844817894;48.2126062234153;0,16.4224273903278;48.2126957906096;0,16.4216256814338;48.2132644171996;0,16.4210828691706;48.2129244621615;0,16.4215079920493;48.2126229359532;0,16.4216625094045;48.212719608478;0,16.4218841777605;48.2128598136615;0,16.4217990130783;48.212918557732;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.419305919586;48.2073136528697;0,16.4192972129734;48.2073171554974;0,16.4193272357756;48.2073855067753;0,16.4193399454285;48.2073861072258;0,16.4193890827481;48.2074767752459;0,16.4194449251601;48.2075577359836;0,16.4194363186235;48.2075623394371;0,16.4194752481903;48.2076158796036;0,16.4194907599714;48.2076161798288;0,16.4195346933386;48.2076735228482;0,16.4195773257177;48.207657710986;0,16.4196203584008;48.2077074482994;0,16.4195691194851;48.2077292646663;0,16.4197110272633;48.2078604630928;0,16.4198533353456;48.2079703455279;0,16.4198983695489;48.2079424245813;0,16.4199583150772;48.207983455363;0,16.4199291929591;48.2080031701533;0,16.4199980452521;48.2080485041634;0,16.4199923409197;48.2080564100945;0,16.420065696633;48.2080985417021;0,16.4200731022575;48.2080944386239;0,16.4202891663572;48.2082045212091;0,16.4202895666612;48.2082124271402;0,16.420370428075;48.2082466528167;0,16.4203802355237;48.2082430501139;0,16.4204770090227;48.208278076391;0,16.4205040295447;48.2082452517656;0,16.4206234202213;48.208283280295;0,16.4207735342322;48.2083198076983;0,16.4209121395022;48.2083463275938;0,16.4210298288867;48.2083616390807;0,16.4211905509543;48.20837364809;0,16.4213172471795;48.2083764501921;0,16.4214386393763;48.2083717466635;0,16.4215436191079;48.2083619393059;0,16.4216617087964;48.2083442260172;0,16.4217645869319;48.2083231101759;0,16.4218441473576;48.208301293809;0,16.4219254090755;48.2082750741387;0,16.4220327906312;48.2082335429815;0,16.422112351057;48.2081952142269;0,16.4222148288884;48.2081356695558;0,16.4222861830816;48.2080845311912;0,16.4223506320302;48.2080315914753;0,16.4224255889597;48.2079523320139;0,16.4224842334999;48.2078749739791;0,16.4225224625347;48.2078129274311;0,16.4225555876931;48.2077486792313;0,16.422582307987;48.2076828298304;0,16.4226056256967;48.2075915613598;0,16.4226179350456;48.2074876834294;0,16.4226130313212;48.2073365700624;0,16.4225933163478;48.2072362948348;0,16.4225609917974;48.2071346185562;0,16.4225187597224;48.2070360446049;0,16.4224732251391;48.2069507806389;0,16.4224110779386;48.2068572104415;0,16.4222830807253;48.206704095573;0,16.4223233112803;48.2066860820591;0,16.4222347440139;48.2065975156155;0,16.4221076474847;48.2064926369344;0,16.4220242841706;48.206431390987;0,16.4219886571121;48.2064533074289;0,16.4219370178923;48.2064182811518;0,16.4219714440388;48.2063936626828;0,16.4219000898457;48.2063488290481;0,16.4219066948621;48.2063428245434;0,16.421836141277;48.2063018938368;0,16.4218271344364;48.206307297891;0,16.4217065428477;48.2062422490906;0,16.4216073675245;48.2061931122276;0,16.4216122712488;48.2061876080983;0,16.4215302089229;48.2061531822717;0,16.4215245045905;48.2061591867763;0,16.4214006104935;48.2061116511146;0,16.4212645071237;48.2060712207833;0,16.4212670090239;48.2060614134257;0,16.4210815681825;48.2060214834698;0,16.421075063242;48.2060274879744;0,16.4209241486231;48.2060028695054;0,16.4207830414529;48.2059886588444;0,16.420784742745;48.2059799523126;0,16.4206846667378;48.2059750486339;0,16.4206813642295;48.2059837551656;0,16.4205231440621;48.2059859568173;0,16.4203746312673;48.2059990666524;0,16.4203722294432;48.2059924616973;0,16.4202705522198;48.2060077731842;0,16.4202721534359;48.206016579791;0,16.4201671737043;48.2060367949566;0,16.4201827855615;48.2060717211587;0,16.4200983214113;48.2060925367748;0,16.4200761045377;48.2060614134257;0,16.4199802317228;48.2060887339218;0,16.4199767290626;48.2060833298676;0,16.4198807561716;48.2061207579466;0,16.4198852595919;48.2061281635023;0,16.4197647680792;48.2061839053205;0,16.419651181811;48.2062503551719;0,16.4196429755784;48.2062464522439;0,16.419567918573;48.2062983912091;0,16.4195789269338;48.2063057967648;0,16.4195071724366;48.2063582361054;0,16.4195453013954;48.2063792518716;0,16.4194936621756;48.206430090011;0,16.4194539320007;48.2064131773229;0,16.4193968886766;48.2064763246968;0,16.4193837787197;48.2064771252974;0,16.4193407460366;48.2065350687672;0,16.4193481516611;48.2065380710195;0,16.419305919586;48.206611025751;0,16.4192521787702;48.2067354190722;0,16.4192369672171;48.2067354190722;0,16.4192201544478;48.2068025694492;0,16.4192316631887;48.2068039705003;0,16.4192177526237;48.2070002177272;0,16.419208245403;48.2070021191536;0,16.4192308625806;48.2071385214842;0,16.4192455737537;48.2071385214842;0,16.41927799838;48.2072451014417;0
16.4203094817866;48.2065518813802;0,16.4202202139882;48.2065898098346;0,16.4201251417813;48.206656259686;0,16.4200693994453;48.2067212084113;0,16.420009954297;48.2068147786087;0,16.4199929413757;48.2069491794377;0,16.4199929413757;48.207006422382;0,16.4200068519407;48.2070705705066;0,16.4200427792273;48.2071849563201;0,16.4200996223994;48.2073001427343;0,16.4201471585029;48.2073642908589;0,16.4202237166484;48.2074539581283;0,16.4203268950119;48.2075521317793;0,16.4204405813561;48.2076363949945;0,16.4205565694485;48.2077051465727;0,16.4206458372469;48.2077491796067;0,16.4206934734264;48.2077692946973;0,16.4208198694235;48.2078187317856;0,16.4209740865507;48.2078605631679;0,16.4211051861202;48.2078875834388;0,16.4212675094039;48.2078998926734;0,16.421378894;48.2078960898204;0,16.4215092930374;48.2078746737538;0,16.4216015631161;48.2078489544589;0,16.4217059423916;48.2077994172956;0,16.4217813997011;48.2077422744264;0,16.4218486507779;48.2076619141392;0,16.4218845780645;48.2075675433412;0,16.421904293038;48.2074863824534;0,16.4218880807248;48.2073171554974;0,16.4218428463695;48.2071857569207;0,16.4217766961287;48.2070774756869;0,16.4216932327387;48.2069708957295;0,16.4215980604558;48.2068835301869;0,16.4214867759358;48.2067946635181;0,16.4213406649652;48.2067018939213;0,16.4211713363609;48.2066222341597;0,16.421020521818;48.2065680935428;0,16.4208767125956;48.2065356692177;0,16.4207410095298;48.206514053001;0,16.4206006028917;48.2065055466194;0,16.4205101341811;48.2065101500729;0,16.4204057549056;48.2065240605087;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4208845185242;48.21018280534;0,16.4208596996744;48.2101668934026;0,16.42082647444;48.2101899106705;0,16.4208513933658;48.2102058226078;0,16.4208845185242;48.21018280534;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.4105957042201;48.2104272887541;0,16.4104045590463;48.2102669684801;0,16.4108199745523;48.2100470034599;0,16.4110111197262;48.210207423809;0,16.4105957042201;48.2104272887541;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
