16.41568440372;48.2098709359924;0,16.4156750630015;48.2099002209244;0,16.4156486559358;48.2099244422294;0,16.4156097485452;48.2099394118184;0,16.4155650682799;48.2099425413138;0,16.415522340753;48.2099332895995;0,16.4154889539448;48.2099132563795;0,16.4154706807397;48.2098859055805;0,16.4154706807398;48.209855966404;0,16.4154889539452;48.2098286156049;0,16.415522340753;48.2098085823853;0,16.4155650682802;48.209799330671;0,16.4156097485482;48.209802460167;0,16.4156486559341;48.2098174297544;0,16.4156750630004;48.2098416510587;0
16.4179903625675;48.212033567592;0,16.417981021849;48.212062852524;0,16.4179546147833;48.212087073829;0,16.4179157073926;48.212102043418;0,16.4178710271274;48.2121051729133;0,16.4178282996005;48.2120959211991;0,16.4177949127922;48.2120758879791;0,16.4177766395871;48.2120485371801;0,16.4177766395872;48.2120185980035;0,16.4177949127926;48.2119912472045;0,16.4178282996004;48.2119712139849;0,16.4178710271276;48.2119619622706;0,16.4179157073957;48.2119650917666;0,16.4179546147816;48.2119800613539;0,16.4179810218478;48.2120042826582;0
16.4172985749132;48.2087896201926;0,16.4172892341947;48.2088189051246;0,16.417262827129;48.2088431264296;0,16.4172239197384;48.2088580960187;0,16.4171792394731;48.208861225514;0,16.4171365119462;48.2088519737997;0,16.417103125138;48.2088319405797;0,16.4170848519329;48.2088045897807;0,16.417084851933;48.2087746506042;0,16.4171031251384;48.2087472998051;0,16.4171365119462;48.2087272665855;0,16.4171792394734;48.2087180148712;0,16.4172239197415;48.2087211443672;0,16.4172628271273;48.2087361139546;0,16.4172892341936;48.2087603352589;0
16.417529170798;48.2077083043928;0,16.4175198300795;48.2077375893248;0,16.4174934230138;48.2077618106298;0,16.4174545156231;48.2077767802189;0,16.4174098353579;48.2077799097142;0,16.417367107831;48.2077706579999;0,16.4173337210228;48.2077506247799;0,16.4173154478176;48.2077232739809;0,16.4173154478177;48.2076933348044;0,16.4173337210231;48.2076659840053;0,16.4173671078309;48.2076459507857;0,16.4174098353581;48.2076366990714;0,16.4174545156262;48.2076398285674;0,16.4174934230121;48.2076547981548;0,16.4175198300784;48.2076790194591;0
16.4216798967234;48.2100511552923;0,16.4216705560049;48.2100804402244;0,16.4216441489392;48.2101046615293;0,16.4216052415485;48.2101196311184;0,16.4215605612833;48.2101227606137;0,16.4215178337564;48.2101135088995;0,16.4214844469482;48.2100934756795;0,16.4214661737431;48.2100661248805;0,16.4214661737431;48.2100361857039;0,16.4214844469486;48.2100088349049;0,16.4215178337563;48.2099888016852;0,16.4215605612835;48.209979549971;0,16.4216052415516;48.2099826794669;0,16.4216441489375;48.2099976490543;0,16.4216705560038;48.2100218703586;0
16.4172985749132;48.2131148833918;0,16.4172892341947;48.2131441683238;0,16.417262827129;48.2131683896288;0,16.4172239197384;48.2131833592178;0,16.4171792394731;48.2131864887131;0,16.4171365119462;48.2131772369989;0,16.417103125138;48.2131572037789;0,16.4170848519329;48.2131298529799;0,16.417084851933;48.2130999138033;0,16.4171031251384;48.2130725630043;0,16.4171365119462;48.2130525297846;0,16.4171792394734;48.2130432780704;0,16.4172239197415;48.2130464075664;0,16.4172628271273;48.2130613771537;0,16.4172892341936;48.213085598458;0
16.4140702325268;48.212033567592;0,16.4140608918083;48.212062852524;0,16.4140344847426;48.212087073829;0,16.413995577352;48.212102043418;0,16.4139508970867;48.2121051729133;0,16.4139081695598;48.2120959211991;0,16.4138747827516;48.2120758879791;0,16.4138565095465;48.2120485371801;0,16.4138565095465;48.2120185980035;0,16.413874782752;48.2119912472045;0,16.4139081695597;48.2119712139849;0,16.4139508970869;48.2119619622706;0,16.413995577355;48.2119650917666;0,16.4140344847409;48.2119800613539;0,16.4140608918072;48.2120042826582;0
16.417529170798;48.2113126903921;0,16.4175198300795;48.2113419753241;0,16.4174934230138;48.2113661966291;0,16.4174545156231;48.2113811662182;0,16.4174098353579;48.2113842957135;0,16.417367107831;48.2113750439992;0,16.4173337210228;48.2113550107792;0,16.4173154478176;48.2113276599802;0,16.4173154478177;48.2112977208037;0,16.4173337210231;48.2112703700046;0,16.4173671078309;48.211250336785;0,16.4174098353581;48.2112410850707;0,16.4174545156262;48.2112442145667;0,16.4174934230121;48.2112591841541;0,16.4175198300784;48.2112834054584;0
16.4177597666827;48.2075280850928;0,16.4177504259642;48.2075573700249;0,16.4177240188985;48.2075815913298;0,16.4176851115079;48.2075965609189;0,16.4176404312426;48.2075996904142;0,16.4175977037157;48.2075904387;0,16.4175643169075;48.20757040548;0,16.4175460437024;48.207543054681;0,16.4175460437025;48.2075131155044;0,16.4175643169079;48.2074857647053;0,16.4175977037157;48.2074657314857;0,16.4176404312429;48.2074564797714;0,16.417685111511;48.2074596092674;0,16.4177240188968;48.2074745788548;0,16.4177504259631;48.2074988001591;0
16.4140702325268;48.2122137868919;0,16.4140608918083;48.2122430718239;0,16.4140344847426;48.2122672931289;0,16.413995577352;48.212282262718;0,16.4139508970867;48.2122853922133;0,16.4139081695598;48.2122761404991;0,16.4138747827516;48.2122561072791;0,16.4138565095465;48.2122287564801;0,16.4138565095465;48.2121988173035;0,16.413874782752;48.2121714665044;0,16.4139081695597;48.2121514332848;0,16.4139508970869;48.2121421815705;0,16.413995577355;48.2121453110665;0,16.4140344847409;48.2121602806539;0,16.4140608918072;48.2121845019582;0
16.4177597666827;48.2089698394926;0,16.4177504259642;48.2089991244246;0,16.4177240188985;48.2090233457296;0,16.4176851115079;48.2090383153186;0,16.4176404312426;48.2090414448139;0,16.4175977037157;48.2090321930997;0,16.4175643169075;48.2090121598797;0,16.4175460437024;48.2089848090807;0,16.4175460437025;48.2089548699041;0,16.4175643169079;48.2089275191051;0,16.4175977037157;48.2089074858854;0,16.4176404312429;48.2088982341712;0,16.417685111511;48.2089013636672;0,16.4177240188968;48.2089163332545;0,16.4177504259631;48.2089405545588;0
16.4136090407573;48.211853348292;0,16.4135997000388;48.211882633224;0,16.4135732929731;48.211906854529;0,16.4135343855825;48.2119218241181;0,16.4134897053172;48.2119249536134;0,16.4134469777903;48.2119157018991;0,16.4134135909821;48.2118956686791;0,16.413395317777;48.2118683178801;0,16.4133953177771;48.2118383787036;0,16.4134135909825;48.2118110279045;0,16.4134469777902;48.2117909946849;0,16.4134897053174;48.2117817429706;0,16.4135343855855;48.2117848724666;0,16.4135732929714;48.211799842054;0,16.4135997000377;48.2118240633583;0
